date,OT,cdr_pump,cdr_fan1,fre1_fan5,cpr3,cpr1,fre1_fan3,cpr2
2024/3/28 13:00,69.77143,0.285714286,0.142857143,0.142857143,28.57142857,21.42857143,0.142857143,14.28571429
2024/3/28 14:00,105.3142843,0.571428571,0.428571429,0.285714286,35.71428571,35.71428571,0.285714286,28.57142857
2024/3/28 15:00,93.25714143,0.428571429,0.142857143,0.142857143,28.57142857,14.28571429,0.142857143,42.85714286
2024/3/28 16:00,126.8857157,0.714285714,0.285714286,0.428571429,42.85714286,42.85714286,0.428571429,35.71428571
2024/3/28 17:00,101.77143,0.571428571,0.142857143,0.285714286,28.57142857,42.85714286,0.285714286,21.42857143
2024/3/28 18:00,90.6,0.428571429,0.142857143,0.285714286,21.42857143,28.57142857,0.285714286,28.57142857
2024/3/28 19:00,83.80000143,0.285714286,0.142857143,0,10.71428571,14.28571429,0.285714286,42.85714286
2024/3/28 20:00,92.97142857,0.428571429,0.285714286,0.428571429,14.28571429,28.57142857,0.285714286,42.85714286
2024/3/28 21:00,67.42857143,0.285714286,0.142857143,0.142857143,14.28571429,28.57142857,0,21.42857143
2024/3/28 22:00,78.11428429,0.428571429,0.142857143,0.142857143,14.28571429,35.71428571,0.142857143,17.85714286
2024/3/28 23:00,48.68571286,0.142857143,0.142857143,0.285714286,10.71428571,14.28571429,0.285714286,7.142857143
2024/3/29 0:00,62.34285857,0.285714286,0.142857143,0.142857143,14.28571429,21.42857143,0.142857143,14.28571429
2024/3/29 1:00,65.94285857,0.285714286,0.142857143,0.142857143,14.28571429,25,0.142857143,14.28571429
2024/3/29 2:00,63.37143,0.285714286,0.142857143,0.285714286,3.571428571,17.85714286,0.285714286,28.57142857
2024/3/29 3:00,47.74285714,0.142857143,0.142857143,0,10.71428571,14.28571429,0.142857143,14.28571429
2024/3/29 4:00,81.77142571,0.428571429,0,0.285714286,21.42857143,35.71428571,0.285714286,21.42857143
2024/3/29 5:00,66.80000143,0.285714286,0.285714286,0.142857143,7.142857143,21.42857143,0.142857143,28.57142857
2024/3/29 6:00,72.02857286,0.428571429,0,0.142857143,28.57142857,21.42857143,0.142857143,21.42857143
2024/3/29 7:00,82.08571429,0.428571429,0.142857143,0.285714286,28.57142857,32.14285714,0.285714286,14.28571429
2024/3/29 8:00,64.19999714,0.428571429,0,0.285714286,28.57142857,25,0.285714286,0
2024/3/29 9:00,52.02857143,0.285714286,0.142857143,0,7.142857143,10.71428571,0,28.57142857
2024/3/29 10:00,56.08571429,0.285714286,0.285714286,0.142857143,7.142857143,14.28571429,0.142857143,25
2024/3/29 11:00,65.79999857,0.285714286,0.285714286,0.142857143,14.28571429,14.28571429,0.142857143,25
2024/3/29 12:00,51.31428571,0.285714286,0,0,14.28571429,14.28571429,0.142857143,0
2024/3/29 13:00,86.51428571,0.285714286,0.285714286,0.285714286,21.42857143,32.14285714,0.285714286,28.57142857
2024/3/29 14:00,76.22857143,0.428571429,0.285714286,0.142857143,25,10.71428571,0.142857143,14.28571429
2024/3/29 15:00,166.3142843,1,0.571428571,0.285714286,67.85714286,50,0.142857143,39.28571429
2024/3/29 16:00,149.2857157,0.857142857,0.428571429,0.285714286,64.28571429,50,0.285714286,35.71428571
2024/3/29 17:00,125.5714286,0.571428571,0.285714286,0.285714286,28.57142857,57.14285714,0.285714286,25
2024/3/29 18:00,119.1999986,0.714285714,0.142857143,0.142857143,21.42857143,50,0.285714286,32.14285714
2024/3/29 19:00,123.8000029,0.571428571,0.285714286,0.285714286,28.57142857,50,0.285714286,35.71428571
2024/3/29 20:00,128.3142829,0.571428571,0.285714286,0.428571429,35.71428571,57.14285714,0.285714286,32.14285714
2024/3/29 21:00,100.1142829,0.428571429,0.285714286,0.285714286,32.14285714,39.28571429,0.285714286,25
2024/3/29 22:00,114.2285729,0.428571429,0.285714286,0.285714286,28.57142857,46.42857143,0.285714286,25
2024/3/29 23:00,55.99999857,0.285714286,0.142857143,0.142857143,14.28571429,28.57142857,0.142857143,7.142857143
2024/3/30 0:00,62.17142857,0.285714286,0.285714286,0.285714286,14.28571429,14.28571429,0.285714286,25
2024/3/30 1:00,44.37142857,0.285714286,0.142857143,0.142857143,7.142857143,10.71428571,0.142857143,14.28571429
2024/3/30 2:00,78.94285571,0.428571429,0.142857143,0.142857143,35.71428571,14.28571429,0.142857143,28.57142857
2024/3/30 3:00,51.48571286,0.142857143,0,0.285714286,14.28571429,7.142857143,0.285714286,14.28571429
2024/3/30 4:00,46.42857143,0.142857143,0.142857143,0.142857143,7.142857143,14.28571429,0.142857143,14.28571429
2024/3/30 5:00,53.51428571,0.285714286,0.142857143,0.142857143,10.71428571,14.28571429,0.142857143,21.42857143
2024/3/30 6:00,116.6000014,0.428571429,0.285714286,0.571428571,39.28571429,42.85714286,0.571428571,35.71428571
2024/3/30 7:00,40.19999857,0,0,0.285714286,0,17.85714286,0.285714286,7.142857143
2024/3/30 8:00,40.62857143,0.142857143,0.142857143,0.142857143,14.28571429,14.28571429,0.142857143,0
2024/3/30 9:00,86.62857429,0.571428571,0.285714286,0.142857143,28.57142857,21.42857143,0.142857143,21.42857143
2024/3/30 10:00,92.14285714,0.428571429,0.285714286,0.142857143,28.57142857,25,0.142857143,21.42857143
2024/3/30 11:00,73.19999857,0.285714286,0.142857143,0.285714286,14.28571429,35.71428571,0.285714286,7.142857143
2024/3/30 12:00,75.88571286,0.428571429,0.285714286,0.285714286,21.42857143,25,0.285714286,10.71428571
2024/3/30 13:00,72.71428714,0.285714286,0.285714286,0.285714286,7.142857143,28.57142857,0.285714286,28.57142857
2024/3/30 14:00,114.4285729,0.571428571,0.428571429,0.285714286,35.71428571,35.71428571,0.285714286,32.14285714
2024/3/30 15:00,130.5142871,0.571428571,0.285714286,0.285714286,35.71428571,53.57142857,0.285714286,25
2024/3/30 16:00,129.7714271,0.571428571,0.428571429,0.142857143,28.57142857,64.28571429,0.142857143,21.42857143
2024/3/30 17:00,197.2857114,1,0.857142857,0.285714286,71.42857143,60.71428571,0.285714286,57.14285714
2024/3/30 18:00,128.0571414,0.714285714,0.285714286,0.285714286,28.57142857,42.85714286,0.285714286,35.71428571
2024/3/30 19:00,134.5428571,0.571428571,0.285714286,0.285714286,28.57142857,53.57142857,0.285714286,39.28571429
2024/3/30 20:00,93.77142571,0.428571429,0.142857143,0.142857143,28.57142857,14.28571429,0.142857143,42.85714286
2024/3/30 21:00,108.7428586,0.571428571,0.285714286,0.285714286,28.57142857,50,0.285714286,25
2024/3/30 22:00,117.4857171,0.571428571,0.285714286,0.285714286,28.57142857,57.14285714,0.285714286,32.14285714
2024/3/30 23:00,81.31428429,0.285714286,0.285714286,0.142857143,25,28.57142857,0.142857143,28.57142857
2024/3/31 0:00,79.42856857,0.285714286,0.285714286,0.285714286,28.57142857,17.85714286,0.285714286,28.57142857
2024/3/31 1:00,93.34285857,0.428571429,0.285714286,0.285714286,25,35.71428571,0.285714286,28.57142857
2024/3/31 2:00,62.31428571,0.285714286,0.142857143,0.285714286,21.42857143,0,0.285714286,28.57142857
2024/3/31 3:00,73.85714,0.428571429,0.142857143,0.142857143,14.28571429,25,0.142857143,28.57142857
